COMP_CODE,COMP_CONM,COMP_NAME,COMP_RAT,COMP_CLAS,COMP_CLAS1,COMP_CLAS2,OLD_PRIC,NEW_PRIC,COMP_PRIC,CURR_JUN06,COMP_DESC,COMP_PRNT,JUN06
EEFL10NS,GE,HRC FUSE,10A,NS TYPE,,,35.20,32.00,35.20,32.00,10A NS TYPE,HRC FUSE,0.00
EEFL10TI,GE,HRC FUSE,10 A,TIA TYPE,,,53.90,49.00,53.90,49.00,10 A TIA TYPE,HRC FUSE,0.00
EEFL10VA,GE,HRC FUSE,10A,VSA TYPE,,,154.00,140.00,154.00,140.00,10A VSA TYPE,HRC FUSE,0.00
EEFL10VB,GE,HRC FUSE,10A,VSB TYPE,,,247.50,225.00,247.50,225.00,10A VSB TYPE,HRC FUSE,0.00
EEFL11TC,GE,HRC FUSE,100 A,TCP TYPE,,,203.50,185.00,203.50,185.00,100 A TCP TYPE,HRC FUSE,0.00
EEFL11VB,GE,HRC FUSE,100A,VSB TYPE,,,247.50,225.00,247.50,225.00,100A VSB TYPE,HRC FUSE,0.00
EEFL11VF,GE,HRC FUSE,100A,VSF TYPE,,,412.50,375.00,412.50,375.00,100A VSF TYPE,HRC FUSE,0.00
EEFL13VB,GE,HRC FUSE,125A,VSB TYPE,,,264.00,240.00,264.00,240.00,125A VSB TYPE,HRC FUSE,0.00
EEFL13VF,GE,HRC FUSE,125A,VSF TYPE,,,412.50,375.00,412.50,375.00,125A VSF TYPE,HRC FUSE,0.00
EEFL16EI,GE,HRC FUSE,16 A,EI TYPE,,,47.30,43.00,47.30,43.00,16 A EI TYPE,HRC FUSE,0.00
EEFL16NS,GE,HRC FUSE,16A,NS TYPE,,,35.20,32.00,35.20,32.00,16A NS TYPE,HRC FUSE,0.00
EEFL16TI,GE,HRC FUSE,16 A,TIA TYPE,,,53.90,49.00,53.90,49.00,16 A TIA TYPE,HRC FUSE,0.00
EEFL16VA,GE,HRC FUSE,16A,VSA TYPE,,,154.00,140.00,154.00,140.00,16A VSA TYPE,HRC FUSE,0.00
EEFL16VB,GE,HRC FUSE,16A,VSB TYPE,,,247.50,225.00,247.50,225.00,16A VSB TYPE,HRC FUSE,0.00
EEFL17VF,GE,HRC FUSE,160A,VSF TYPE,,,412.50,375.00,412.50,375.00,160A VSF TYPE,HRC FUSE,0.00
EEFL20EI,GE,HRC FUSE,20 A,EI TYPE,,,47.30,43.00,47.30,43.00,20 A EI TYPE,HRC FUSE,0.00
EEFL20NS,GE,HRC FUSE,20A,NS TYPE,,,39.60,36.00,39.60,36.00,20A NS TYPE,HRC FUSE,0.00
EEFL20TI,GE,HRC FUSE,20 A,TIA TYPE,,,53.90,49.00,53.90,49.00,20 A TIA TYPE,HRC FUSE,0.00
EEFL20VA,GE,HRC FUSE,20A,VSA TYPE,,,154.00,140.00,154.00,140.00,20A VSA TYPE,HRC FUSE,0.00
EEFL20VB,GE,HRC FUSE,20A,VSB TYPE,,,247.50,225.00,247.50,225.00,20A VSB TYPE,HRC FUSE,0.00
EEFL21VF,GE,HRC FUSE,200A,VSF TYPE,,,451.00,410.00,451.00,410.00,200A VSF TYPE,HRC FUSE,0.00
EEFL25EI,GE,HRC FUSE,25 A,EI TYPE,,,59.40,54.00,59.40,54.00,25 A EI TYPE,HRC FUSE,0.00
EEFL25TI,GE,HRC FUSE,25 A,TIA TYPE,,,53.90,49.00,53.90,49.00,25 A TIA TYPE,HRC FUSE,0.00
EEFL25VA,GE,HRC FUSE,25A,VSA TYPE,,,154.00,140.00,154.00,140.00,25A VSA TYPE,HRC FUSE,0.00
EEFL25VB,GE,HRC FUSE,25A,VSB TYPE,,,247.50,225.00,247.50,225.00,25A VSB TYPE,HRC FUSE,0.00
EEFL26VF,GE,HRC FUSE,250A,VSF TYPE,,,506.00,460.00,506.00,460.00,250A VSF TYPE,HRC FUSE,0.00
EEFL26VK,GE,HRC FUSE,250A,VSK TYPE,,,660.00,600.00,660.00,600.00,250A VSK TYPE,HRC FUSE,0.00
EEFL32EI,GE,HRC FUSE,32 A,EI TYPE,,,59.40,54.00,59.40,54.00,32 A EI TYPE,HRC FUSE,0.00
EEFL32TI,GE,HRC FUSE,32 A,TIA TYPE,,,53.90,49.00,53.90,49.00,32 A TIA TYPE,HRC FUSE,0.00
EEFL32VA,GE,HRC FUSE,32A,VSA TYPE,,,154.00,140.00,154.00,140.00,32A VSA TYPE,HRC FUSE,0.00
EEFL32VB,GE,HRC FUSE,32A,VSB TYPE,,,247.50,225.00,247.50,225.00,32A VSB TYPE,HRC FUSE,0.00
EEFL33VK,GE,HRC FUSE,315A,VSK TYPE,,,660.00,600.00,660.00,600.00,315A VSK TYPE,HRC FUSE,0.00
EEFL33VT,GE,HRC FUSE,315A,VST TYPE,,,962.50,875.00,962.50,875.00,315A VST TYPE,HRC FUSE,0.00
EEFL36EI,GE,HRC FUSE,36 A,EI TYPE,,,66.00,60.00,66.00,60.00,36 A EI TYPE,HRC FUSE,0.00
EEFL36TI,GE,HRC FUSE,36 A,TIS TYPE,,,88.00,80.00,88.00,80.00,36 A TIS TYPE,HRC FUSE,0.00
EEFL36VA,GE,HRC FUSE,36A,VSA TYPE,,,154.00,140.00,154.00,140.00,36A VSA TYPE,HRC FUSE,0.00
EEFL36VB,GE,HRC FUSE,36A,VSB TYPE,,,247.50,225.00,247.50,225.00,36A VSB TYPE,HRC FUSE,0.00
EEFL36VF,GE,HRC FUSE,36A,VSF TYPE,,,412.50,375.00,412.50,375.00,36A VSF TYPE,HRC FUSE,0.00
EEFL37VK,GE,HRC FUSE,355A,VSK TYPE,,,682.00,620.00,682.00,620.00,355A VSK TYPE,HRC FUSE,0.00
EEFL37VT,GE,HRC FUSE,355A,VST TYPE,,,962.50,875.00,962.50,875.00,355A VST TYPE,HRC FUSE,0.00
EEFL41VK,GE,HRC FUSE,400A,VSK TYPE,,,682.00,620.00,682.00,620.00,400A VSK TYPE,HRC FUSE,0.00
EEFL41VT,GE,HRC FUSE,400A,VST TYPE,,,962.50,875.00,962.50,875.00,400A VST TYPE,HRC FUSE,0.00
EEFL50EI,GE,HRC FUSE,50 A,EI TYPE,,,66.00,60.00,66.00,60.00,50 A EI TYPE,HRC FUSE,0.00
EEFL50TI,GE,HRC FUSE,50 A,TIS TYPE,,,88.00,80.00,88.00,80.00,50 A TIS TYPE,HRC FUSE,0.00
EEFL50VA,GE,HRC FUSE,50A,VSA TYPE,,,154.00,140.00,154.00,140.00,50A VSA TYPE,HRC FUSE,0.00
EEFL50VB,GE,HRC FUSE,50A,VSB TYPE,,,247.50,225.00,247.50,225.00,50A VSB TYPE,HRC FUSE,0.00
EEFL50VF,GE,HRC FUSE,50A,VSF TYPE,,,412.50,375.00,412.50,375.00,50A VSF TYPE,HRC FUSE,0.00
EEFL51VT,GE,HRC FUSE,500A,VST TYPE,,,990.00,900.00,990.00,900.00,500A VST TYPE,HRC FUSE,0.00
EEFL61TL,GE,HRC FUSE,630A,TLM TYPE,,,1562.00,1420.00,1562.00,1420.00,630A TLM TYPE,HRC FUSE,0.00
EEFL63TI,GE,HRC FUSE,63 A,TIS TYPE,,,88.00,80.00,88.00,80.00,63 A TIS TYPE,HRC FUSE,0.00
EEFL63VA,GE,HRC FUSE,63A,VSA TYPE,,,154.00,140.00,154.00,140.00,63A VSA TYPE,HRC FUSE,0.00
EEFL63VB,GE,HRC FUSE,63A,VSB TYPE,,,247.50,225.00,247.50,225.00,63A VSB TYPE,HRC FUSE,0.00
EEFL63VF,GE,HRC FUSE,63A,VSF TYPE,,,412.50,375.00,412.50,375.00,63A VSF TYPE,HRC FUSE,0.00
EEFL64VT,GE,HRC FUSE,630A,VST TYPE,,,990.00,900.00,990.00,900.00,630A VST TYPE,HRC FUSE,0.00
EEFL68TL,GE,HRC FUSE,670A,TLM TYPE,,,1562.00,1420.00,1562.00,1420.00,670A TLM TYPE,HRC FUSE,0.00
EEFL72TL,GE,HRC FUSE,710A,TLM TYPE,,,1562.00,1420.00,1562.00,1420.00,710A TLM TYPE,HRC FUSE,0.00
EEFL76TL,GE,HRC FUSE,750A,TLM TYPE,,,1562.00,1420.00,1562.00,1420.00,750A TLM TYPE,HRC FUSE,0.00
EEFL80TC,GE,HRC FUSE,80 A,TCP TYPE,,,203.50,185.00,203.50,185.00,80 A TCP TYPE,HRC FUSE,0.00
EEFL80VB,GE,HRC FUSE,80A,VSB TYPE,,,247.50,225.00,247.50,225.00,80A VSB TYPE,HRC FUSE,0.00
EEFL80VF,GE,HRC FUSE,80A,VSF TYPE,,,412.50,375.00,412.50,375.00,80A VSF TYPE,HRC FUSE,0.00
EEFL81TL,GE,HRC FUSE,800A,TLM TYPE,,,1562.00,1420.00,1562.00,1420.00,800A TLM TYPE,HRC FUSE,0.00
EELR11,GE,ELR WITH CBCT,,,,,4200.00,0.00,4200.00,3310.00,ELR WITH CBCT 100 SQ MM,EARTH LEAKAGE RELAY WITH CBCT,0.00
EELR21,GE,ELR WITH CBCT,,,,,4500.00,0.00,4500.00,3580.00,ELR WITH CBCT 200 SQ MM,EARTH LEAKAGE RELAY WITH CBCT,0.00
EELR31,GE,ELR WITH CBCT,,,,,5200.00,0.00,5200.00,3940.00,ELR WITH CBCT 300 SQ MM,EARTH LEAKAGE RELAY WITH CBCT,0.00
EELR41,GE,ELR WITH CBCT,,,,,5500.00,0.00,5500.00,3940.00,ELR WITH CBCT 400 SQ MM,EARTH LEAKAGE RELAY WITH CBCT,0.00
EEM30325,GE,MCCB-TP,3.2A,25KA,LM100C,01,4650.00,0.00,4650.00,4650.00,LM100C 3.2A 25KA,MCCB-TP,0.00
EEM30335,GE,MCCB-TP,3.2A,35KA,LM100R,01,6300.00,0.00,6300.00,6300.00,LM100R 3.2A 35KA,MCCB-TP,0.00
EEM3036M,GE,MCCB-TP,3.2A,65KA,LM100,01,9900.00,0.00,9900.00,9900.00,"LM100 3.2A 65KA, FOR MOTOR (CURVE X)",MCCB-TP,0.00
EEM30365,GE,MCCB-TP,3.2A,65KA,LM100,01,8400.00,0.00,8400.00,8400.00,LM100 3.2A 65KA,MCCB-TP,0.00
EEM30625,GE,MCCB-TP,6.3A,25KA,LM100C,01,4650.00,0.00,4650.00,4650.00,LM100C 6.3A 25KA,MCCB-TP,0.00
EEM30635,GE,MCCB-TP,6.3A,35KA,LM100R,01,6300.00,0.00,6300.00,6300.00,LM100R 6.3A 35KA,MCCB-TP,0.00
EEM30665,GE,MCCB-TP,6.3A,65KA,LM100,01,8400.00,0.00,8400.00,8400.00,LM100 6.3A 65KA,MCCB-TP,0.00
EEM3066M,GE,MCCB-TP,6.3A,65KA,LM100,01,9900.00,0.00,9900.00,9900.00,"LM100 6.3A 65KA, FOR MOTOR (CURVE X)",MCCB-TP,0.00
EEM31125,GE,MCCB-TP,100A,25KA,LM100C,01,4650.00,0.00,4650.00,4650.00,LM100C 100A 25KA,MCCB-TP,0.00
EEM31135,GE,MCCB-TP,100A,35KA,LM100R,01,6300.00,0.00,6300.00,6300.00,LM100R 100A 35KA,MCCB-TP,0.00
EEM31165,GE,MCCB-TP,100A,65KA,LM100,01,8400.00,0.00,8400.00,8400.00,LM100 100A 65KA,MCCB-TP,0.00
EEM3116M,GE,MCCB-TP,100A,65KA,LM100,01,9900.00,0.00,9900.00,9900.00,"LM100 100A 65KA, FOR MOTOR (CURVE X)",MCCB-TP,0.00
EEM31225,GE,MCCB-TP,12.5A,25KA,LM100C,01,4650.00,0.00,4650.00,4650.00,LM100C 12.5A 25KA,MCCB-TP,0.00
EEM31235,GE,MCCB-TP,12.5A,35KA,LM100R,01,6300.00,0.00,6300.00,6300.00,LM100R 12.5A 35KA,MCCB-TP,0.00
EEM31265,GE,MCCB-TP,12.5A,65KA,LM100,01,8400.00,0.00,8400.00,8400.00,LM100 12.5A 65KA,MCCB-TP,0.00
EEM3126M,GE,MCCB-TP,12.5A,65KA,LM100,01,9900.00,0.00,9900.00,9900.00,"LM100 12.5A 65KA, FOR MOTOR (CURVE X)",MCCB-TP,0.00
EEM32125,GE,MCCB-TP,200A,25KA,LM200C,02,6350.00,0.00,6350.00,6350.00,LM200C 200A 25KA,MCCB-TP,0.00
EEM32135,GE,MCCB-TP,200A,35KA,LM200R,02,10300.00,0.00,10300.00,10300.00,LM200R 200A 35KA,MCCB-TP,0.00
EEM3216M,GE,MCCB-TP,200A,65KA,LM200,02,16000.00,0.00,16000.00,16000.00,"LM200 200A 65KA, FOR MOTOR (CURVE X)",MCCB-TP,0.00
EEM32525,GE,MCCB-TP,25A,25KA,LM100C,01,4650.00,0.00,4650.00,4650.00,LM100C 25A 25KA,MCCB-TP,0.00
EEM32535,GE,MCCB-TP,25A,35KA,LM100R,01,6300.00,0.00,6300.00,6300.00,LM100R  25A 35KA,MCCB-TP,0.00
EEM32565,GE,MCCB-TP,25A,65KA,LM100,01,8400.00,0.00,8400.00,8400.00,LM100 25A 65KA,MCCB-TP,0.00
EEM3256M,GE,MCCB-TP,25A,65KA,LM100,01,9900.00,0.00,9900.00,9900.00,"LM100 25A 65KA, FOR MOTOR (CURVE X)",MCCB-TP,0.00
EEM32665,GE,MCCB-TP,250A,65KA,LM250B,02,14500.00,0.00,14500.00,14500.00,LM250B 250A 65KA,MCCB-TP,0.00
EEM3266M,GE,MCCB-TP,250A,65KA,LM250,02,17600.00,0.00,17600.00,17600.00,"LM250 250A 65KA, FOR MOTOR (CURVE X)",MCCB-TP,0.00
EEM34165,GE,MCCB-TP,400A,65KA,LM400,03,16700.00,0.00,16700.00,16700.00,LM400B 400A 65KA,MCCB-TP,0.00
EEM3415M,GE,MCCB-TP,400A,50KA,LM400,03,20000.00,0.00,20000.00,20000.00,"LM400 400A 50KA, FOR MOTOR (CURVE X)",MCCB-TP,0.00
EEM35025,GE,MCCB-TP,50A,25KA,LM100C,01,4650.00,0.00,4650.00,4650.00,LM100C 50A 25KA,MCCB-TP,0.00
EEM35035,GE,MCCB-TP,50A,35KA,LM100R,01,6300.00,0.00,6300.00,6300.00,LM100R 50A 35KA,MCCB-TP,0.00
EEM35065,GE,MCCB-TP,50A,65KA,LM100,01,8400.00,0.00,8400.00,8400.00,LM100 50A 65KA,MCCB-TP,0.00
EEM3506M,GE,MCCB-TP,50A,65KA,LM100,01,9900.00,0.00,9900.00,9900.00,"LM100 50A 65KA, FOR MOTOR (CURVE X)",MCCB-TP,0.00
EEM36465,GE,MCCB-TP,630A,65KA,LM630B,03,20000.00,0.00,20000.00,20000.00,LM630B 630A 65KA,MCCB-TP,0.00
EEM38165,GE,MCCB-TP,800A,65KA,LM800B,03,21000.00,0.00,21000.00,21000.00,LM800B 800A 65KA,MCCB-TP,0.00
EERD0001,GE,RELAY-1D V,,CAEM 21,,,13920.00,11830.00,13920.00,11830.00,CAEM 21,RELAY TYPE CAEM 21,0.00
EERD0002,GE,RELAY-1D V,,CAEM 33,,,38100.00,38100.00,38100.00,38100.00,CAEM 33,RELAY TYPE CAEM 33,0.00
EERD0003,GE,RELAY-1D V,,CAG 11,,,3910.00,3320.00,3910.00,3320.00,CAG 11,RELAY TYPE CAG 11,0.00
EERD0004,GE,RELAY-1D V,,CAG 12,,,4875.00,4140.00,4875.00,4140.00,CAG 12,RELAY TYPE CAG 12,0.00
EERD0005,GE,RELAY-1D V,,CAG 12C,,,5075.00,4310.00,5075.00,4310.00,CAG 12C,RELAY TYPE CAG 12C,0.00
EERD0008,GE,RELAY-1D V,,CAG 14,,,7060.00,6000.00,7060.00,6000.00,CAG 14,RELAY TYPE CAG 14,0.00
EERD0009,GE,RELAY-1D V,,CAG 34,,,15240.00,12950.00,15240.00,12950.00,CAG 34,RELAY TYPE CAG 34,0.00
EERD0010,GE,RELAY-1D V,,CAG 17,,,6765.00,5750.00,6765.00,5750.00,CAG 17,RELAY TYPE CAG 17,0.00
EERD0011,GE,RELAY-1D V,,CAG 37,,,11815.00,10040.00,11815.00,10040.00,CAG 37,RELAY TYPE CAG 37,0.00
EERD0014,GE,RELAY-1.5D V,,CCUM 21,,,20550.00,19520.00,20550.00,19520.00,CCUM 21,RELAY TYPE CCUM 21,0.00
EERD0027,GE,RELAY-1D V,,DDT 12,,,9380.00,9380.00,9380.00,9380.00,DDT 12,RELAY TYPE DDT 12,0.00
EERD0028,GE,RELAY-3D H,,DDT 32,,,27480.00,27480.00,27480.00,27480.00,DDT 32,RELAY TYPE DDT 32,0.00
EERD0030,GE,RELAY-1D V,,VAEM 22,,,14335.00,12900.00,14335.00,12900.00,VAEM 22,RELAY TYPE VAEM 22,0.00
EERD0031,GE,RELAY-1D V,,VAEM 21,,,14335.00,12900.00,14335.00,12900.00,VAEM 21,RELAY TYPE VAEM 21,0.00
EERD0033,GE,RELAY-1D V,,VAG 21,,,4580.00,4120.00,4580.00,4120.00,VAG 21,RELAY TYPE VAG 21,0.00
EERD0034,GE,RELAY-1D V,,VAGM 22 110V A.C.,,,6435.00,8860.00,6435.00,8860.00,VAGM 22 110V A.C.,RELAY TYPE VAGM 22,0.00
EERD0035,GE,RELAY-1D V,,VAPM 31,,,6875.00,6530.00,6875.00,6530.00,VAPM 31,RELAY TYPE VAPM 31,0.00
EERD0036,GE,RELAY-1D V,,VDG 11 110V A.C.,,,7980.00,7580.00,7980.00,7580.00,VDG 11 110V A.C.,RELAY TYPE VDG 11,0.00
EERD0037,GE,RELAY-1D V,,VDG 13 110V A.C.,,,8825.00,8380.00,8825.00,8380.00,VDG 13 110V A.C.,RELAY TYPE VDG 13,0.00
EERD0038,GE,RELAY-1D V,,VDG 14,,,9775.00,9090.00,9775.00,9090.00,VDG 14,RELAY TYPE VDG 14,0.00
EERD0041,GE,RELAY-1D V,,VAA 31,,,4625.00,4300.00,4625.00,4300.00,VAA 31,RELAY TYPE VAA 31,0.00
EERD0044,GE,RELAY-1D V,,VAA 33,,,4585.00,4800.00,4585.00,4800.00,VAA 33,RELAY TYPE VAA 33,0.00
EERD0048,GE,RELAY-1D V,,VAA 32,,,4885.00,4540.00,4885.00,4540.00,VAA 32,RELAY TYPE VAA 32,0.00
EERD0049,GE,RELAY-1D V,,VAJC 11,,,8290.00,7460.00,8290.00,7460.00,VAJC 11,RELAY TYPE VAJC 11,0.00
EERD0050,GE,RELAY-1D V,,VAJS 13,,,3830.00,3440.00,3830.00,3440.00,VAJS 13,RELAY TYPE VAJS 13,0.00
EERD0051,GE,RELAY-1D V,,VAJS 23,,,4935.00,4440.00,4935.00,4440.00,VAJS 23,RELAY TYPE VAJS 23,0.00
EERD0052,GE,RELAY-1D V,,VAJH 13,,,3590.00,3230.00,3590.00,3230.00,VAJH 13,RELAY TYPE VAJH 13,0.00
EERD0053,GE,RELAY-1D V,,VAJH 23,,,5145.00,4630.00,5145.00,4630.00,VAJH 23,RELAY TYPE VAJH 23,0.00
EERD0055,GE,RELAY-1D V,,VAJHM 23,,,4925.00,4030.00,4925.00,4030.00,VAJHM 23,RELAY TYPE VAJHM 23,0.00
EERD0056,GE,RELAY-1.5D V,,VAJHM 33,,,10780.00,9700.00,10780.00,9700.00,VAJHM 33,RELAY TYPE VAJHM 33,0.00
EERD0057,GE,RELAY-1.5D V,,VAJHM 53,,,13460.00,12110.00,13460.00,12110.00,VAJHM 53,RELAY TYPE VAJHM 53,0.00
EERD0059,GE,RELAY-1D V,,VAX 21,,,5425.00,5150.00,5425.00,5150.00,VAX 21,RELAY TYPE VAX 21,0.00
EERD0060,GE,RELAY-1D V,,VAX 31,,,6000.00,5700.00,6000.00,5700.00,VAX 31,RELAY TYPE VAX 31,0.00
EERD0063,GE,RELAY-1D V,,CTU 12,,,10500.00,8940.00,10500.00,8940.00,CTU 12,RELAY TYPE CTU 12,0.00
EERD0064,GE,RELAY-1D V,,CTU 22,,,10645.00,9580.00,10645.00,9580.00,CTU 22,RELAY TYPE CTU 22,0.00
EERD0065,GE,RELAY-1D V,,CTU 32,,,13760.00,12380.00,13760.00,12380.00,CTU 32,RELAY TYPE CTU 32,0.00
EERD0066,GE,RELAY-1D V,,CTU 62,,,15260.00,13730.00,15260.00,13730.00,CTU 62,RELAY TYPE CTU 62,0.00
EERD0067,GE,RELAY-1D V,,CTU 15,,,24780.00,22300.00,24780.00,22300.00,CTU 15,RELAY TYPE CTU 15,0.00
EERD0078,GE,RELAY-1D V,,CTIG 39,,,31270.00,31270.00,31270.00,31270.00,CTIG 39,RELAY TYPE CTIG 39,0.00
EERD0079,GE,RELAY-1D V,,SKD 11,,,46600.00,41940.00,46600.00,41940.00,SKD 11,RELAY TYPE SKD 11,0.00
EERD0080,GE,RELAY-1D V,,SKE 11,,,46600.00,41940.00,46600.00,41940.00,SKE 11,RELAY TYPE SKE 11,0.00
EERD0081,GE,RELAY-1D V,,VTIG 12,,,11180.00,11180.00,11180.00,11180.00,VTIG 12,RELAY TYPE VTIG 12,0.00
EERD0082,GE,RELAY-1D V,,VTU 21,,,11460.00,11230.00,11460.00,11230.00,VTU 21,RELAY TYPE VTU 21,0.00
EERD0083,GE,RELAY-1D V,,VTUM 21,,,11460.00,11230.00,11460.00,11230.00,VTUM 21,RELAY TYPE VTUM 21,0.00
EERD0084,GE,RELAY-1D V,,VTU 31,,,15890.00,15090.00,15890.00,15090.00,VTU 31,RELAY TYPE VTU 31,0.00
EERD0085,GE,RELAY-1.5D V,,CTMM 101-110,,,34425.00,32700.00,34425.00,32700.00,CTMM 101-110,RELAY TYPE CTMM 101-110,0.00
EERD0086,GE,RELAY-1.5D V,,CTMM 301-310,,,36825.00,34980.00,36825.00,34980.00,CTMM 301-310,RELAY TYPE CTMM 301-310,0.00
EERD0087,GE,RELAY-2D V,,CTMM 501-510,,,41930.00,39830.00,41930.00,39830.00,CTMM 501-510,RELAY TYPE CTMM 501-510,0.00
EERD0088,GE,RELAY-1.5D V,,CTMFM 301-310,,,37275.00,35410.00,37275.00,35410.00,CTMFM 301-310,RELAY TYPE CTMFM 301-310,0.00
EERD0089,GE,RELAY-2D V,,CTMFM 401-410,,,40940.00,38890.00,40940.00,38890.00,CTMFM 401-410,RELAY TYPE CTMFM 401-410,0.00
EERD0098,GE,RELAY-1D V,,VTX 31,,,19160.00,17240.00,19160.00,17240.00,VTX 31,RELAY TYPE VTX 31,0.00
EERD0099,GE,RELAY-1.5D V,,ZTO 11,,,85850.00,85850.00,85850.00,85850.00,ZTO 11,RELAY TYPE ZTO 11,0.00
EERD0101,GE,RELAY-1.5D V,,CDD 31,,,21940.00,20840.00,21940.00,20840.00,CDD 31,RELAY TYPE CDD 31,0.00
EERD0102,GE,RELAY-1.5D V,,CDD 41,,,24890.00,23640.00,24890.00,23640.00,CDD 41,RELAY TYPE CDD 41,0.00
EERD0108,GE,RELAY-1.5D V,,CDD 44,,,27000.00,25650.00,27000.00,25650.00,CDD 44,RELAY TYPE CDD 44,0.00
EERD0118,GE,RELAY-1D V,,CDG 14,,,5970.00,5640.00,5970.00,5640.00,CDG 14,RELAY TYPE CDG 14,0.00
EERD0119,GE,RELAY-3D H,,CDG 34,,,17590.00,16710.00,17590.00,16710.00,CDG 34,RELAY TYPE CDG 34,0.00
EERD0120,GE,RELAY-1D V,,CDG 24,,,10110.00,9600.00,10110.00,9600.00,CDG 24,RELAY TYPE CDG 24,0.00
EERD0121,GE,RELAY-3D H,,CDG 64,,,30000.00,28500.00,30000.00,28500.00,CDG 64,RELAY TYPE CDG 64,0.00
EERD0126,GE,RELAY-3D H,,CDAG 54,,,27390.00,24650.00,27390.00,24650.00,CDAG 54,RELAY TYPE CDAG 54,0.00
EERD0128,GE,RELAY-1D V,,CDGM 22,,,12015.00,10810.00,12015.00,10810.00,CDGM 22,RELAY TYPE CDGM 22,0.00
EERD0130,GE,RELAY-1D V,,VAWA 12,,,4780.00,4300.00,4780.00,4300.00,VAWA 12,RELAY TYPE VAWA 12,0.00
EERD0131,GE,RELAY-1D V,,VAWA 22,,,6540.00,5880.00,6540.00,5880.00,VAWA 22,RELAY TYPE VAWA 22,0.00
EERD0153,GE,RELAY-3D H,,CDAG 53,,,26825.00,24140.00,26825.00,24140.00,CDAG 53,RELAY TYPE CDAG 53,0.00
EERD0198,GE,RELAY-1D V,,VAGM 23,,,7145.00,6430.00,7145.00,6430.00,VAGM 23,RELAY TYPE VAGM 23,0.00
EERD04LO,GE,MATCM01 MIDOS SIZE 6,,STATIC PF CONTROLLER 4 STAGE,,,10380.00,10380.00,10380.00,10380.00,LOVAR TYPE,STATIC PF CONTROLLER LOVAR 4 STAGE,0.00
EERD081A,GE,RELAY-1D V,,VTIGM 12,,,10200.00,10200.00,10200.00,10200.00,VTIGM 12,RELAY TYPE VTIGM 12,0.00
EERD08LO,GE,MATCM01 MIDOS SIZE 6,,STATIC PF CONTROLLER 8 STAGE,,,11120.00,11120.00,11120.00,11120.00,LOVAR TYPE,STATIC PF CONTROLLER LOVAR 8 STAGE,0.00
EERD12LO,GE,MATCM01 MIDOS SIZE 6,,STATIC PF CONTROLLER 12 STAGE,,,12250.00,12250.00,12250.00,12250.00,LOVAR TYPE,STATIC PF CONTROLLER LOVAR 12 STAGE,0.00
EERD206C,GE,RELAY-MIDOS SIZE 8,,MOTPRO,,,47560.00,47560.00,47560.00,47560.00,MOTPRO,RELAY TYPE MOTPRO,0.00
EERD4034,GE,RELAY-1D V,,VAGM 22 440V A.C.,,,9845.00,8860.00,9845.00,8860.00,VAGM 22 440V A.C.,RELAY TYPE VAGM 22,0.00
EERD4036,GE,RELAY-1D V,,VDG 11 440V A.C.,,,10770.00,10230.00,10770.00,10230.00,VDG 11 440V A.C.,RELAY TYPE VDG 11,0.00
EERD4037,GE,RELAY-1D V,,VDG 13 440V A.C.,,,11665.00,11080.00,11665.00,11080.00,VDG 13 440V A.C.,RELAY TYPE VDG 13,0.00
EERDA069,GE,RELAY-1D V,,VTT 11 (A.C.),,,8080.00,8080.00,8080.00,8080.00,VTT 11 (A.C.),RELAY TYPE VTT 11,0.00
EERDA070,GE,RELAY-1D V,,VTT 12 (A.C.),,,8070.00,8070.00,8070.00,8070.00,VTT 12 (A.C.),RELAY TYPE VTT 12,0.00
EERDCTIG,GE,RELAY-1D V,,CTIG 19,,,22010.00,22010.00,22010.00,22010.00,CTIG 19,RELAY TYPE CTIG 19,0.00
EERDD069,GE,RELAY-1D V,,VTT 11 (D.C.),,,6360.00,6360.00,6360.00,6360.00,VTT 11 (D.C.),RELAY TYPE VTT 11,0.00
EERDD070,GE,RELAY-1D V,,VTT 12 (D.C.),,,6360.00,6360.00,6360.00,6360.00,VTT 12 (D.C.),RELAY TYPE VTT 12,0.00
EERDFOS2,GE,RELAY-1D V,,FOS 24,,,19740.00,19740.00,19740.00,19740.00,FOS 24,RELAY TYPE FOS 24,0.00
EERDH015,GE,RELAY-1.5D V,,CDD 21 H/R,,,15100.00,14330.00,15100.00,14330.00,CDD 21 H/R,RELAY TYPE CDD 21,0.00
EERDH016,GE,RELAY-1D V,,CDG 11 H/R,,,4520.00,4520.00,4520.00,4520.00,CDG 11 H/R,RELAY TYPE CDG 11,0.00
EERDH017,GE,RELAY-3D H,,CDG 31 H/R,,,13290.00,13290.00,13290.00,13290.00,CDG 31 H/R,RELAY TYPE CDG 31,0.00
EERDH018,GE,RELAY-3D V,,CDG 21 H/R,,,7900.00,7900.00,7900.00,7900.00,CDG 21 H/R,RELAY TYPE CDG 21,0.00
EERDH019,GE,RELAY-3D H,,CDG 61 H/R,,,23990.00,23270.00,23990.00,23270.00,CDG 61 H/R,RELAY TYPE CDG 61,0.00
EERDH024,GE,RELAY-3D H,,CDAG 31 H/R,,,18225.00,16400.00,18225.00,16400.00,CDAG 31 H/R,RELAY TYPE CDAG 31,0.00
EERDH025,GE,RELAY-3D H,,CDAG 51 H/R,,,24590.00,22130.00,24590.00,22130.00,CDAG 51 H/R,RELAY TYPE CDAG 51,0.00
